Time,Flow_Rate
0.432,685.127285986693
0.433,685.127285986693
0.434,685.127285986693
0.435,685.127285986693
0.436,685.127285986693
0.437,685.127285986693
0.438,685.127285986693
0.439,685.127285986693
0.44,688.892558421528
0.441,688.892558421528
0.442,688.892558421528
0.443,688.892558421528
0.444,688.892558421528
0.445,688.892558421528
0.446,688.892558421528
0.447,688.892558421528
0.448,688.892558421528
0.449,688.892558421528
0.45,685.059562732153
0.451,685.059562732153
0.452,685.059562732153
0.453,685.059562732153
0.454,685.059562732153
0.455,685.059562732153
0.456,685.059562732153
0.457,685.059562732153
0.458,685.059562732153
0.459,685.059562732153
0.46,688.132438130793
0.461,688.132438130793
0.462,688.132438130793
0.463,688.132438130793
0.464,688.132438130793
0.465,688.132438130793
0.466,688.132438130793
0.467,688.132438130793
0.468,688.132438130793
0.469,688.132438130793
0.47,683.563818617969
0.471,683.563818617969
0.472,683.563818617969
0.473,683.563818617969
0.474,683.563818617969
0.475,683.563818617969
0.476,683.563818617969
0.477,683.563818617969
0.478,683.563818617969
0.479,683.563818617969
0.48,685.132355075552
0.481,685.132355075552
0.482,685.132355075552
0.483,685.132355075552
0.484,685.132355075552
0.485,685.132355075552
0.486,685.132355075552
0.487,685.132355075552
0.488,685.132355075552
0.489,685.132355075552
0.49,685.656394910323
0.491,685.656394910323
0.492,685.656394910323
0.493,685.656394910323
0.494,685.656394910323
0.495,685.656394910323
0.496,685.656394910323
0.497,685.656394910323
0.498,685.656394910323
0.499,685.656394910323
0.5,680.032618328931
0.501,680.032618328931
0.502,680.032618328931
0.503,680.032618328931
0.504,680.032618328931
0.505,680.032618328931
0.506,680.032618328931
0.507,680.032618328931
0.508,680.032618328931
0.509,680.032618328931
0.51,678.034291076582
0.511,678.034291076582
0.512,678.034291076582
0.513,678.034291076582
0.514,678.034291076582
0.515,678.034291076582
0.516,678.034291076582
0.517,678.034291076582
0.518,678.034291076582
0.519,678.034291076582
0.52,686.479912993064
0.521,686.479912993064
0.522,686.479912993064
0.523,686.479912993064
0.524,686.479912993064
0.525,686.479912993064
0.526,686.479912993064
0.527,686.479912993064
0.528,686.479912993064
0.529,686.479912993064
0.53,684.731394816425
0.531,684.731394816425
0.532,684.731394816425
0.533,684.731394816425
0.534,684.731394816425
0.535,684.731394816425
0.536,684.731394816425
0.537,684.731394816425
0.538,684.731394816425
0.539,684.731394816425
0.54,688.905898190494
0.541,688.905898190494
0.542,688.905898190494
0.543,688.905898190494
0.544,688.905898190494
0.545,688.905898190494
0.546,688.905898190494
0.547,688.905898190494
0.548,688.905898190494
0.549,688.905898190494
0.55,685.012492631054
0.551,685.012492631054
0.552,685.012492631054
0.553,685.012492631054
0.554,685.012492631054
0.555,685.012492631054
0.556,685.012492631054
0.557,685.012492631054
0.558,685.012492631054
0.559,685.012492631054
0.56,683.961443061344
0.561,683.961443061344
0.562,683.961443061344
0.563,683.961443061344
0.564,683.961443061344
0.565,683.961443061344
0.566,683.961443061344
0.567,683.961443061344
0.568,683.961443061344
0.569,683.961443061344
0.57,683.524392465274
0.571,683.524392465274
0.572,683.524392465274
0.573,683.524392465274
0.574,683.524392465274
0.575,683.524392465274
0.576,683.524392465274
0.577,683.524392465274
0.578,683.524392465274
0.579,683.524392465274
0.58,687.277223484746
0.581,687.277223484746
0.582,687.277223484746
0.583,687.277223484746
0.584,687.277223484746
0.585,687.277223484746
0.586,687.277223484746
0.587,687.277223484746
0.588,687.277223484746
0.589,687.277223484746
0.59,686.802268145846
0.591,686.802268145846
0.592,686.802268145846
0.593,686.802268145846
0.594,686.802268145846
0.595,686.802268145846
0.596,686.802268145846
0.597,686.802268145846
0.598,686.802268145846
0.599,686.802268145846
0.6,687.935355319319
0.601,687.935355319319
0.602,687.935355319319
0.603,687.935355319319
0.604,687.935355319319
0.605,687.935355319319
0.606,687.935355319319
0.607,687.935355319319
0.608,687.935355319319
0.609,687.935355319319
0.61,691.406718283082
0.611,691.406718283082
0.612,691.406718283082
0.613,691.406718283082
0.614,691.406718283082
0.615,691.406718283082
0.616,691.406718283082
0.617,691.406718283082
0.618,691.406718283082
0.619,691.406718283082
0.62,687.144462660983
0.621,687.144462660983
0.622,687.144462660983
0.623,687.144462660983
0.624,687.144462660983
0.625,687.144462660983
0.626,687.144462660983
0.627,687.144462660983
0.628,687.144462660983
0.629,687.144462660983
0.63,679.803787620781
0.631,679.803787620781
0.632,679.803787620781
0.633,679.803787620781
0.634,679.803787620781
0.635,679.803787620781
0.636,679.803787620781
0.637,679.803787620781
0.638,679.803787620781
0.639,679.803787620781
0.64,685.638868439381
0.641,685.638868439381
0.642,685.638868439381
0.643,685.638868439381
0.644,685.638868439381
0.645,685.638868439381
0.646,685.638868439381
0.647,685.638868439381
0.648,685.638868439381
0.649,685.638868439381
0.65,689.960044466601
0.651,689.960044466601
0.652,689.960044466601
0.653,689.960044466601
0.654,689.960044466601
0.655,689.960044466601
0.656,689.960044466601
0.657,689.960044466601
0.658,689.960044466601
0.659,689.960044466601
0.66,682.064338971198
0.661,682.064338971198
0.662,682.064338971198
0.663,682.064338971198
0.664,682.064338971198
0.665,682.064338971198
0.666,682.064338971198
0.667,682.064338971198
0.668,682.064338971198
0.669,682.064338971198
0.67,685.13934272131
0.671,685.13934272131
0.672,685.13934272131
0.673,685.13934272131
0.674,685.13934272131
0.675,685.13934272131
0.676,685.13934272131
0.677,685.13934272131
0.678,685.13934272131
0.679,685.13934272131
0.68,680.477804210256
0.681,680.477804210256
0.682,680.477804210256
0.683,680.477804210256
0.684,680.477804210256
0.685,680.477804210256
0.686,680.477804210256
0.687,680.477804210256
0.688,680.477804210256
0.689,680.477804210256
0.69,686.403139168013
0.691,686.403139168013
0.692,686.403139168013
0.693,686.403139168013
0.694,686.403139168013
0.695,686.403139168013
0.696,686.403139168013
0.697,686.403139168013
0.698,686.403139168013
0.699,686.403139168013
0.7,683.692066979907
0.701,683.692066979907
0.702,683.692066979907
0.703,683.692066979907
0.704,683.692066979907
0.705,683.692066979907
0.706,683.692066979907
0.707,683.692066979907
0.708,683.692066979907
0.709,683.692066979907
0.71,680.293218148827
0.711,680.293218148827
0.712,680.293218148827
0.713,680.293218148827
0.714,680.293218148827
0.715,680.293218148827
0.716,680.293218148827
0.717,680.293218148827
0.718,680.293218148827
0.719,680.293218148827
0.72,686.986788012393
0.721,686.986788012393
0.722,686.986788012393
0.723,686.986788012393
0.724,686.986788012393
0.725,686.986788012393
0.726,686.986788012393
0.727,686.986788012393
0.728,686.986788012393
0.729,686.986788012393
0.73,691.950187026949
0.731,691.950187026949
0.732,691.950187026949
0.733,691.950187026949
0.734,691.950187026949
0.735,691.950187026949
0.736,691.950187026949
0.737,691.950187026949
0.738,691.950187026949
0.739,691.950187026949
0.74,687.25306993637
0.741,687.25306993637
0.742,687.25306993637
0.743,687.25306993637
0.744,687.25306993637
0.745,687.25306993637
0.746,687.25306993637
0.747,687.25306993637
0.748,687.25306993637
0.749,687.25306993637
0.75,684.66228184681
0.751,684.66228184681
0.752,684.66228184681
0.753,684.66228184681
0.754,684.66228184681
0.755,684.66228184681
0.756,684.66228184681
0.757,684.66228184681
0.758,684.66228184681
0.759,684.66228184681
0.76,694.993440592215
0.761,694.993440592215
0.762,694.993440592215
0.763,694.993440592215
0.764,694.993440592215
0.765,694.993440592215
0.766,694.993440592215
0.767,694.993440592215
0.768,694.993440592215
0.769,694.993440592215
0.77,683.100232191752
0.771,683.100232191752
0.772,683.100232191752
0.773,683.100232191752
0.774,683.100232191752
0.775,683.100232191752
0.776,683.100232191752
0.777,683.100232191752
0.778,683.100232191752
0.779,683.100232191752
0.78,688.735174698387
0.781,688.735174698387
0.782,688.735174698387
0.783,688.735174698387
0.784,688.735174698387
0.785,688.735174698387
0.786,688.735174698387
0.787,688.735174698387
0.788,688.735174698387
0.789,688.735174698387
0.79,687.637410563316
0.791,687.637410563316
0.792,687.637410563316
0.793,687.637410563316
0.794,687.637410563316
0.795,687.637410563316
0.796,687.637410563316
0.797,687.637410563316
0.798,687.637410563316
0.799,687.637410563316
0.8,687.610711435148
0.801,687.610711435148
0.802,687.610711435148
0.803,687.610711435148
0.804,687.610711435148
0.805,687.610711435148
0.806,687.610711435148
0.807,687.610711435148
0.808,687.610711435148
0.809,687.610711435148
0.81,685.46387183692
0.811,685.46387183692
0.812,685.46387183692
0.813,685.46387183692
0.814,685.46387183692
0.815,685.46387183692
0.816,685.46387183692
0.817,685.46387183692
0.818,685.46387183692
0.819,685.46387183692
0.82,680.928967087257
0.821,680.928967087257
0.822,680.928967087257
0.823,680.928967087257
0.824,680.928967087257
0.825,680.928967087257
0.826,680.928967087257
0.827,680.928967087257
0.828,680.928967087257
0.829,680.928967087257
0.83,687.353880080162
0.831,687.353880080162
0.832,687.353880080162
0.833,687.353880080162
0.834,687.353880080162
0.835,687.353880080162
0.836,687.353880080162
0.837,687.353880080162
0.838,687.353880080162
0.839,687.353880080162
0.84,685.943666320019
0.841,685.943666320019
0.842,685.943666320019
0.843,685.943666320019
0.844,685.943666320019
0.845,685.943666320019
0.846,685.943666320019
0.847,685.943666320019
0.848,685.943666320019
0.849,685.943666320019
0.85,680.768056957167
0.851,680.768056957167
0.852,680.768056957167
0.853,680.768056957167
0.854,680.768056957167
0.855,680.768056957167
0.856,680.768056957167
0.857,680.768056957167
0.858,680.768056957167
0.859,680.768056957167
0.86,694.118713049255
0.861,694.118713049255
0.862,694.118713049255
0.863,694.118713049255
0.864,694.118713049255
0.865,694.118713049255
0.866,694.118713049255
0.867,694.118713049255
0.868,694.118713049255
0.869,694.118713049255
0.87,690.227049169697
0.871,690.227049169697
0.872,690.227049169697
0.873,690.227049169697
0.874,690.227049169697
0.875,690.227049169697
0.876,690.227049169697
0.877,690.227049169697
0.878,690.227049169697
0.879,690.227049169697
0.88,685.396650582349
0.881,685.396650582349
0.882,685.396650582349
0.883,685.396650582349
0.884,685.396650582349
0.885,685.396650582349
0.886,685.396650582349
0.887,685.396650582349
0.888,685.396650582349
0.889,685.396650582349
0.89,681.656605124983
0.891,681.656605124983
0.892,681.656605124983
0.893,681.656605124983
0.894,681.656605124983
0.895,681.656605124983
0.896,681.656605124983
0.897,681.656605124983
0.898,681.656605124983
0.899,681.656605124983
0.9,683.314737810706
0.901,683.314737810706
0.902,683.314737810706
0.903,683.314737810706
0.904,683.314737810706
0.905,683.314737810706
0.906,683.314737810706
0.907,683.314737810706
0.908,683.314737810706
0.909,683.314737810706
0.91,684.307895184959
0.911,684.307895184959
0.912,684.307895184959
0.913,684.307895184959
0.914,684.307895184959
0.915,684.307895184959
0.916,684.307895184959
0.917,684.307895184959
0.918,684.307895184959
0.919,684.307895184959
0.92,685.248738002824
0.921,685.248738002824
0.922,685.248738002824
0.923,685.248738002824
0.924,685.248738002824
0.925,685.248738002824
0.926,685.248738002824
0.927,685.248738002824
0.928,685.248738002824
0.929,685.248738002824
0.93,682.569414973118
0.931,682.569414973118
0.932,682.569414973118
0.933,682.569414973118
0.934,682.569414973118
0.935,682.569414973118
0.936,682.569414973118
0.937,682.569414973118
0.938,682.569414973118
0.939,682.569414973118
0.94,682.471945128739
0.941,682.471945128739
0.942,682.471945128739
0.943,682.471945128739
0.944,682.471945128739
0.945,682.471945128739
0.946,682.471945128739
0.947,682.471945128739
0.948,682.471945128739
0.949,682.471945128739
0.95,683.674033044333
0.951,683.674033044333
0.952,683.674033044333
0.953,683.674033044333
0.954,683.674033044333
0.955,683.674033044333
0.956,683.674033044333
0.957,683.674033044333
0.958,683.674033044333
0.959,683.674033044333
0.96,682.443046623251
0.961,682.443046623251
0.962,682.443046623251
0.963,682.443046623251
0.964,682.443046623251
0.965,682.443046623251
0.966,682.443046623251
0.967,682.443046623251
0.968,682.443046623251
0.969,682.443046623251
0.97,688.965547059778
0.971,688.965547059778
0.972,688.965547059778
0.973,688.965547059778
0.974,688.965547059778
0.975,688.965547059778
0.976,688.965547059778
0.977,688.965547059778
0.978,688.965547059778
0.979,688.965547059778
0.98,682.408591444566
0.981,682.408591444566
0.982,682.408591444566
0.983,682.408591444566
0.984,682.408591444566
0.985,682.408591444566
0.986,682.408591444566
0.987,682.408591444566
0.988,682.408591444566
0.989,682.408591444566
0.99,687.268356013819
0.991,687.268356013819
0.992,687.268356013819
0.993,687.268356013819
0.994,687.268356013819
0.995,687.268356013819
0.996,687.268356013819
0.997,687.268356013819
0.998,687.268356013819
0.999,687.268356013819
1,692.102427460129
1.001,692.102427460129
1.002,692.102427460129
1.003,692.102427460129
1.004,692.102427460129
1.005,692.102427460129
1.006,692.102427460129
1.007,692.102427460129
1.008,692.102427460129
1.009,692.102427460129
1.01,682.292011652506
1.011,682.292011652506
1.012,682.292011652506
1.013,682.292011652506
1.014,682.292011652506
1.015,682.292011652506
1.016,682.292011652506
1.017,682.292011652506
1.018,682.292011652506
1.019,682.292011652506
1.02,686.876434428479
1.021,686.876434428479
1.022,686.876434428479
1.023,686.876434428479
1.024,686.876434428479
1.025,686.876434428479
1.026,686.876434428479
1.027,686.876434428479
1.028,686.876434428479
1.029,686.876434428479
1.03,683.337073619417
1.031,683.337073619417
1.032,683.337073619417
1.033,683.337073619417
1.034,683.337073619417
1.035,683.337073619417
1.036,683.337073619417
1.037,683.337073619417
1.038,683.337073619417
1.039,683.337073619417
1.04,684.522771894793
1.041,684.522771894793
1.042,684.522771894793
1.043,684.522771894793
1.044,684.522771894793
1.045,684.522771894793
1.046,684.522771894793
1.047,684.522771894793
1.048,684.522771894793
1.049,684.522771894793
1.05,680.942589613742
1.051,680.942589613742
1.052,680.942589613742
1.053,680.942589613742
1.054,680.942589613742
1.055,680.942589613742
1.056,680.942589613742
1.057,680.942589613742
1.058,680.942589613742
1.059,680.942589613742
1.06,690.841497710609
1.061,690.841497710609
1.062,690.841497710609
1.063,690.841497710609
1.064,690.841497710609
1.065,690.841497710609
1.066,690.841497710609
1.067,690.841497710609
1.068,690.841497710609
1.069,690.841497710609
1.07,685.586121348402
1.071,685.586121348402
1.072,685.586121348402
1.073,685.586121348402
1.074,685.586121348402
1.075,685.586121348402
1.076,685.586121348402
1.077,685.586121348402
1.078,685.586121348402
1.079,685.586121348402
1.08,684.877069297993
1.081,684.877069297993
1.082,684.877069297993
1.083,684.877069297993
1.084,684.877069297993
1.085,684.877069297993
1.086,684.877069297993
1.087,684.877069297993
1.088,684.877069297993
1.089,684.877069297993
1.09,685.312913622846
1.091,685.312913622846
1.092,685.312913622846
1.093,685.312913622846
1.094,685.312913622846
1.095,685.312913622846
1.096,685.312913622846
1.097,685.312913622846
1.098,685.312913622846
1.099,685.312913622846
1.1,684.81164185262
1.101,684.81164185262
1.102,684.81164185262
1.103,684.81164185262
1.104,684.81164185262
1.105,684.81164185262
1.106,684.81164185262
1.107,684.81164185262
1.108,684.81164185262
1.109,684.81164185262
1.11,681.952344152711
1.111,681.952344152711
1.112,681.952344152711
1.113,681.952344152711
1.114,681.952344152711
1.115,681.952344152711
1.116,681.952344152711
1.117,681.952344152711
1.118,681.952344152711
1.119,681.952344152711
1.12,684.913304461577
1.121,684.913304461577
1.122,684.913304461577
1.123,684.913304461577
1.124,684.913304461577
1.125,684.913304461577
1.126,684.913304461577
1.127,684.913304461577
1.128,684.913304461577
1.129,684.913304461577
1.13,688.622425945829
1.131,688.622425945829
1.132,688.622425945829
1.133,688.622425945829
1.134,688.622425945829
1.135,688.622425945829
1.136,688.622425945829
1.137,688.622425945829
1.138,688.622425945829
1.139,688.622425945829
1.14,692.034008028828
1.141,692.034008028828
1.142,692.034008028828
1.143,692.034008028828
1.144,692.034008028828
1.145,692.034008028828
1.146,692.034008028828
1.147,692.034008028828
1.148,692.034008028828
1.149,692.034008028828
1.15,685.507371345871
1.151,685.507371345871
1.152,685.507371345871
1.153,685.507371345871
1.154,685.507371345871
1.155,685.507371345871
1.156,685.507371345871
1.157,685.507371345871
1.158,685.507371345871
1.159,685.507371345871
1.16,677.638622398365
1.161,677.638622398365
1.162,677.638622398365
1.163,677.638622398365
1.164,677.638622398365
1.165,677.638622398365
1.166,677.638622398365
1.167,677.638622398365
1.168,677.638622398365
1.169,677.638622398365
1.17,689.802176634357
1.171,689.802176634357
1.172,689.802176634357
1.173,689.802176634357
1.174,689.802176634357
1.175,689.802176634357
1.176,689.802176634357
1.177,689.802176634357
1.178,689.802176634357
1.179,689.802176634357
1.18,684.886817354435
1.181,684.886817354435
1.182,684.886817354435
1.183,684.886817354435
1.184,684.886817354435
1.185,684.886817354435
1.186,684.886817354435
1.187,684.886817354435
1.188,684.886817354435
1.189,684.886817354435
1.19,689.572783947452
1.191,689.572783947452
1.192,689.572783947452
1.193,689.572783947452
1.194,689.572783947452
1.195,689.572783947452
1.196,689.572783947452
1.197,689.572783947452
1.198,689.572783947452
1.199,689.572783947452
1.2,688.321673317012
1.201,688.321673317012
1.202,688.321673317012
1.203,688.321673317012
1.204,688.321673317012
1.205,688.321673317012
1.206,688.321673317012
1.207,688.321673317012
1.208,688.321673317012
1.209,688.321673317012
1.21,684.860415476657
1.211,684.860415476657
1.212,684.860415476657
1.213,684.860415476657
1.214,684.860415476657
1.215,684.860415476657
1.216,684.860415476657
1.217,684.860415476657
1.218,684.860415476657
1.219,684.860415476657
1.22,682.6762938789
1.221,682.6762938789
1.222,682.6762938789
1.223,682.6762938789
1.224,682.6762938789
1.225,682.6762938789
1.226,682.6762938789
1.227,682.6762938789
1.228,682.6762938789
1.229,682.6762938789
1.23,689.65841576551
1.231,689.65841576551
1.232,689.65841576551
1.233,689.65841576551
1.234,689.65841576551
1.235,689.65841576551
1.236,689.65841576551
1.237,689.65841576551
1.238,689.65841576551
1.239,689.65841576551
1.24,682.716647482901
1.241,682.716647482901
1.242,682.716647482901
1.243,682.716647482901
1.244,682.716647482901
1.245,682.716647482901
1.246,682.716647482901
1.247,682.716647482901
1.248,682.716647482901
1.249,682.716647482901
1.25,683.282301810064
1.251,683.282301810064
1.252,683.282301810064
1.253,683.282301810064
1.254,683.282301810064
1.255,683.282301810064
1.256,683.282301810064
1.257,683.282301810064
1.258,683.282301810064
1.259,683.282301810064
1.26,688.431152545892
1.261,688.431152545892
1.262,688.431152545892
1.263,688.431152545892
1.264,688.431152545892
1.265,688.431152545892
1.266,688.431152545892
1.267,688.431152545892
1.268,688.431152545892
