leak_id,start_time,end_time,demo_start,calibration_end,leak_type,diameter_mm,year,detected,false_alarm_before_leak,localized,alarm_delay_h,alarm_time,localization_delay_h,localization_time,threshold_m,calib_q95_m,predicted_node,top1_distance_m,top5_min_distance_m,top10_min_distance_m,mean_top10_distance_m,top1_correlation,confidence_gap,confidence_ratio,within_300m_top1,within_300m_top10,mas_localized,mas_predicted_node,mas_top1_distance_m,mas_top5_min_distance_m,mas_top10_min_distance_m,mas_mean_top10_distance_m,mas_top1_correlation,mas_confidence_gap,mas_confidence_ratio,mas_within_300m_top1,mas_within_300m_top10,mas_sensor_count,mas_candidate_count,mas_sensor_ids
p654,05-Jul-2018 03:40:00,31-Dec-2019 23:55:00,04-Jul-2018,05-Jul-2018,incipient,8.7735,2018,0,0,0,NaN,NaT,NaN,NaT,4.4115124024587,3.39347107881439,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,
p183,07-Aug-2018 02:35:00,01-Sep-2018 17:10:00,06-Aug-2018,07-Aug-2018,abrupt,15.853,2018,1,0,1,146.333333333333,13-Aug-2018 04:55:00,170.333333333333,14-Aug-2018 04:55:00,3.4914604226807,2.68573878667746,n769,344.314320425393,340.088709383302,101.986667020743,343.393856364262,0.08883920086315,0.000325465949362988,1.00367699934934,0,1,1,n432,1507.5302162975,1462.62554334662,1462.62554334662,1649.05919143071,-0.598616192442309,0.00365358487907652,-0.99393363902592,0,0,8,78,n54|n752|n410|n429|n4|n726|n415|n458
p158,06-Oct-2018 02:35:00,23-Oct-2018 13:35:00,05-Oct-2018,06-Oct-2018,abrupt,19.364,2018,1,0,1,131.416666666667,11-Oct-2018 14:00:00,155.416666666667,12-Oct-2018 14:00:00,4.1630806836412,3.20236975664707,n646,180.788001399429,138.022012193708,105.276247321036,171.08014235533,0.999056463928037,4.95936751510051e-06,1.00000496307496,1,1,1,n646,180.788001399429,138.022012193708,105.276247321036,171.08014235533,0.999056463928037,4.95936751510051e-06,1.00000496307496,1,1,8,78,n644|n229|n288|n342|n679|n429|n54|n410
p369,26-Oct-2018 02:05:00,08-Nov-2018 20:25:00,25-Oct-2018,26-Oct-2018,abrupt,19.363,2018,0,0,0,NaN,NaT,NaN,NaT,4.37146592548011,3.36266609652316,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,
p523,15-Jan-2019 23:00:00,01-Feb-2019 09:50:00,14-Jan-2019,15-Jan-2019,abrupt,20.246,2019,1,0,1,231.166666666667,25-Jan-2019 14:10:00,255.166666666667,26-Jan-2019 14:10:00,3.66829780772517,2.82176754440398,n668,1840.73753414902,1744.33328450299,1648.09694821785,1827.96399376056,0.926088270010347,3.88627063594438e-05,1.00004196504637,0,0,1,n255,1587.28688456908,1520.86485794268,1487.28403058226,1589.42658197641,0.909296709264072,0.000435799735257314,1.0004794999215,0,0,8,78,n726|n752|n506|n288|n679|n644|n516|n722
p827,24-Jan-2019 18:30:00,07-Feb-2019 09:05:00,23-Jan-2019,24-Jan-2019,abrupt,20.25,2019,1,0,1,164,31-Jan-2019 14:30:00,188,01-Feb-2019 14:30:00,3.68262089001253,2.83278530000964,n729,76.248046040538,25.4158262702592,25.4158262702592,162.276884296391,0.996733967870472,2.67115319960709e-05,1.00002679877346,1,1,1,n729,76.248046040538,25.4158262702592,25.4158262702592,179.384208345614,0.996733967870472,2.67115319960709e-05,1.00002679877346,1,1,8,78,n726|n752|n288|n679|n722|n769|n644|n296
p280,10-Feb-2019 13:05:00,31-Dec-2019 23:55:00,09-Feb-2019,10-Feb-2019,abrupt,9.5008,2019,1,0,1,908,20-Mar-2019 09:05:00,932,21-Mar-2019 09:05:00,3.91931429229587,3.0148571479199,n87,847.856541830633,758.45901018117,620.527291200798,786.802616903198,0.918810477658488,5.77263066029454e-05,1.00006283007747,0,0,1,n79,665.401533455552,575.677089543261,526.102887584738,604.620299648318,0.917566021147273,0.000378411829149772,1.00041257734502,0,0,8,78,n54|n410|n429|n4|n342|n458|n1|n613
p653,03-Mar-2019 13:10:00,05-May-2019 12:10:00,02-Mar-2019,03-Mar-2019,incipient,16.035,2019,1,0,1,403.916666666667,20-Mar-2019 09:05:00,427.916666666667,21-Mar-2019 09:05:00,3.65965986686397,2.81512297451074,n87,622.539547277922,541.128914515756,502.780437989586,633.406550078823,0.917570895410357,1.56756095937016e-05,1.00001708301499,0,0,1,n79,690.71469929704,645.393409886559,645.393409886559,720.290554307426,0.916570605652481,0.000342344562272112,1.0003736444033,0,0,8,78,n54|n410|n429|n1|n4|n458|n342|n613
p710,24-Mar-2019 14:15:00,31-Dec-2019 23:55:00,23-Mar-2019,24-Mar-2019,abrupt,9.2936,2019,1,0,1,404,10-Apr-2019 10:15:00,428,11-Apr-2019 10:15:00,4.26059726324697,3.27738251018997,n164,1148.11949209348,1148.11949209348,1068.32272980827,1163.52300882747,0.92270676813911,0.00045622198474371,1.00049468225977,0,0,1,n564,1106.87643132601,1006.47861051539,890.610167595789,1006.80308654579,0.919232387287489,0.000314652707515295,1.00034241553442,0,0,8,78,n613|n188|n163|n458|n332|n342|n1|n410
p514,02-Apr-2019 20:40:00,23-May-2019 14:55:00,01-Apr-2019,02-Apr-2019,abrupt,14.979,2019,0,1,0,-19.75,02-Apr-2019 00:55:00,NaN,NaT,3.5385416220038,2.72195509384908,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,
p331,20-Apr-2019 10:10:00,31-Dec-2019 23:55:00,19-Apr-2019,20-Apr-2019,abrupt,14.053,2019,1,0,1,271.666666666667,01-May-2019 17:50:00,295.666666666667,02-May-2019 17:50:00,4.26333688480507,3.27948991138851,n399,25.2911387643973,25.2911387643973,25.2911387643973,146.52518497385,0.929211260234568,1.31000988770058e-05,1.00001409720706,1,1,1,n399,25.2911387643973,25.2911387643973,25.2911387643973,146.52518497385,0.929211260234568,1.31000988770058e-05,1.00001409720706,1,1,8,78,n410|n429|n54|n4|n613|n342|n458|n163
p193,19-May-2019 10:40:00,31-Dec-2019 23:55:00,18-May-2019,19-May-2019,incipient,12.39,2019,1,0,1,1249.75,10-Jul-2019 12:25:00,1273.75,11-Jul-2019 12:25:00,5.78033223167374,4.4464094089798,n220,1196.49418649862,1153.05675104264,1110.14665464748,1204.82722831465,0.985276811880954,2.80878610954272e-05,1.00002850738132,0,0,1,n198,1379.90374197804,1285.84867353239,1204.38854026639,1308.73981784108,0.97416256805494,0.00133180128294264,1.00136899482116,0,0,8,78,n613|n229|n342|n188|n458|n163|n410|n429
p277,30-May-2019 21:55:00,31-Dec-2019 23:55:00,29-May-2019,30-May-2019,incipient,12.089,2019,1,0,1,324.916666666667,13-Jun-2019 10:50:00,348.916666666667,14-Jun-2019 10:50:00,4.41222165114023,3.39401665472325,n465,991.661643871033,991.661643871033,991.661643871033,1159.06835221107,0.981894963786879,0.000239751729559479,1.000244231097,0,0,1,n198,1189.13714983807,1189.13714983807,1091.95281712398,1261.81102834874,0.981613851500458,0.00015770705689433,1.00016068579083,0,0,8,78,n613|n54|n410|n458|n342|n429|n188|n163
p142,12-Jun-2019 19:55:00,17-Jul-2019 09:25:00,11-Jun-2019,12-Jun-2019,abrupt,19.857,2019,1,0,1,38.8333333333333,14-Jun-2019 10:45:00,62.8333333333333,15-Jun-2019 10:45:00,4.53586980668132,3.48913062052409,n609,193.125150161754,156.12205329485,144.095522917959,242.865253238682,0.811479413888556,4.35279312926973e-07,1.00000053517013,1,1,1,n609,193.125150161754,156.12205329485,144.095522917959,242.865253238682,0.811479413888556,4.35279312926973e-07,1.00000053517013,1,1,8,78,n1|n4|n31|n613|n188|n163|n458|n342
p680,10-Jul-2019 08:45:00,31-Dec-2019 23:55:00,09-Jul-2019,10-Jul-2019,abrupt,9.7197,2019,1,0,1,303.833333333333,23-Jul-2019 00:35:00,327.833333333333,24-Jul-2019 00:35:00,5.31138997743898,4.08568459802998,n359,1572.21939679232,1469.62815870206,1450.64685028783,1588.55477169768,0.130620531450492,4.56995317680842e-05,1.00034997963043,0,0,1,n458,722.841055315759,226.989451847437,183.497720013084,349.404666420723,-0.950212891195735,0.00880401840838863,-0.99081974539652,0,1,8,78,n613|n188|n163|n458|n342|n54|n519|n410
p586,26-Jul-2019 14:40:00,16-Sep-2019 03:20:00,25-Jul-2019,26-Jul-2019,incipient,17.184,2019,1,0,1,1076.58333333333,09-Sep-2019 11:15:00,1100.58333333333,10-Sep-2019 11:15:00,5.14449140983733,3.95730108449025,n633,1191.93279854613,1061.86699960494,990.725490663281,1112.2201466131,0.950660406177129,8.11746581063089e-05,1.00008539388967,0,0,1,n339,960.469333841534,805.142729986429,737.96811533426,874.421767974066,0.94486026503068,0.00223002643347425,1.00236574781903,0,0,8,78,n296|n54|n429|n549|n410|n644|n342|n229
p721,02-Aug-2019 03:00:00,31-Dec-2019 23:55:00,01-Aug-2019,02-Aug-2019,incipient,14.08,2019,1,0,1,288.583333333333,14-Aug-2019 03:35:00,312.583333333333,15-Aug-2019 03:35:00,4.62842392600378,3.56032609692598,n385,1419.27658271741,1419.27658271741,1378.27420031357,1450.25726802314,0.841978460615937,7.95762450134241e-05,1.00009451876751,0,0,1,n20,1528.96306372979,1476.64186986893,1453.21427850472,1517.10817962947,0.841838937448272,0.000159135028513724,1.00018906718192,0,0,8,78,n1|n31|n4|n54|n410|n429|n229|n342
p800,16-Aug-2019 14:00:00,01-Oct-2019 16:35:00,15-Aug-2019,16-Aug-2019,incipient,18.847,2019,1,0,1,203.25,25-Aug-2019 01:15:00,227.25,26-Aug-2019 01:15:00,3.96431047016302,3.04946959243309,n31,2166.50256739405,2153.11225128301,2106.5264664193,2164.13098680134,0.582699678363619,0.00260970174662112,1.00449878613201,0,0,1,n407,1998.79745845471,1575.10506891604,1569.96078254363,1729.89935873442,-0.5159410384043,0.00612809386056701,-0.988261909256646,0,0,8,78,n31|n54|n410|n1|n429|n549|n4|n342
p123,13-Sep-2019 20:05:00,31-Dec-2019 23:55:00,12-Sep-2019,13-Sep-2019,incipient,11.906,2019,1,0,1,367.75,29-Sep-2019 03:50:00,391.75,30-Sep-2019 03:50:00,5.44284738114116,4.18680567780089,n111,438.254248410669,438.254248410669,438.254248410669,1097.92318896855,0,0,0,0,0,1,n553,376.60558712,376.60558712,376.60558712,446.009563420705,-0.806495285046079,0.00152128331221069,-0.998117260994513,0,0,8,78,n549|n516|n332|n114|n188|n506|n469|n105
p455,03-Oct-2019 14:00:00,31-Dec-2019 23:55:00,02-Oct-2019,03-Oct-2019,incipient,12.722,2019,1,0,1,1294.91666666667,26-Nov-2019 12:55:00,1318.91666666667,27-Nov-2019 12:55:00,5.1331192319099,3.9485532553153,n628,1436.67627628843,1339.01348464084,1281.72042483921,1417.15936622152,0.988350279970137,0.000184445441238301,1.00018665332741,0,0,1,n340,1281.72042483921,1005.82777534228,951.044406560493,1092.24897338353,0.985224288024285,0.000181270192618266,1.00018402160023,0,0,8,78,n54|n429|n410|n342|n458|n229|n644|n163
p762,09-Oct-2019 10:15:00,31-Dec-2019 23:55:00,08-Oct-2019,09-Oct-2019,incipient,15.19,2019,1,0,1,1154.66666666667,26-Nov-2019 12:55:00,1178.66666666667,27-Nov-2019 12:55:00,5.23264589559882,4.0251122273837,n628,653.985745295721,571.928112834122,541.548153214467,635.281088290716,0.987076473831843,0.000239737790132533,1.00024293460218,0,0,1,n339,501.072897141723,501.072897141723,501.072897141723,1092.76263611824,0.983794976322958,0.000470298389237289,1.00047827274075,0,0,8,78,n54|n429|n410|n342|n458|n229|n644|n163
p426,25-Oct-2019 13:25:00,31-Dec-2019 23:55:00,24-Oct-2019,25-Oct-2019,abrupt,15.008,2019,0,0,0,NaN,NaT,NaN,NaT,5.45630994848195,4.19716149883227,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,
p879,20-Nov-2019 11:55:00,31-Dec-2019 23:55:00,19-Nov-2019,20-Nov-2019,incipient,13.195,2019,1,0,1,138.083333333333,26-Nov-2019 06:00:00,162.083333333333,27-Nov-2019 06:00:00,3.83394133763557,2.94918564433505,n346,2404.18418831108,2398.75147694066,2362.9845353546,2430.18204280166,0.845429792354177,0.000133615642855744,1.00015806843374,0,0,1,n18,2525.08649992926,2451.20160495317,2451.20160495317,2527.10919475416,0.844901129269445,0.000238389784618986,1.00028222954937,0,0,8,78,n1|n31|n4|n54|n410|n429|n342|n229
