Timestamp;p123;p142;p193;p257;p277;p280;p331;p426;p427;p455;p514;p523;p586;p653;p654;p680;p710;p721;p762;p800;p810;p827;p879
2019-01-01 03:35:00;0;0;0;6,85;0;0;0;0;5,08;0;0;0;0;0;5,47;0;0;0;0;0;6,89;0;0
2019-01-01 03:40:00;0;0;0;6,86;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,9;0;0
2019-01-01 03:45:00;0;0;0;6,86;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,9;0;0
2019-01-01 03:50:00;0;0;0;6,86;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,9;0;0
2019-01-01 03:55:00;0;0;0;6,85;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,9;0;0
2019-01-01 04:00:00;0;0;0;6,85;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,9;0;0
2019-01-01 04:05:00;0;0;0;6,85;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,91;0;0
2019-01-01 04:10:00;0;0;0;6,85;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,9;0;0
2019-01-01 04:15:00;0;0;0;6,85;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,9;0;0
2019-01-01 04:20:00;0;0;0;6,85;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,9;0;0
2019-01-01 04:25:00;0;0;0;6,84;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,91;0;0
2019-01-01 04:30:00;0;0;0;6,84;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,9;0;0
2019-01-01 04:35:00;0;0;0;6,84;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,91;0;0
2019-01-01 04:40:00;0;0;0;6,84;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,9;0;0
2019-01-01 04:45:00;0;0;0;6,83;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,9;0;0
2019-01-01 04:50:00;0;0;0;6,83;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,9;0;0
2019-01-01 04:55:00;0;0;0;6,83;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,9;0;0
2019-01-01 05:00:00;0;0;0;6,83;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,9;0;0
2019-01-01 05:05:00;0;0;0;6,82;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,9;0;0
2019-01-01 05:10:00;0;0;0;6,82;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,9;0;0
2019-01-01 05:15:00;0;0;0;6,83;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,9;0;0
2019-01-01 05:20:00;0;0;0;6,83;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,9;0;0
2019-01-01 05:25:00;0;0;0;6,83;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,9;0;0
2019-01-01 05:30:00;0;0;0;6,83;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,9;0;0
2019-01-01 05:35:00;0;0;0;6,83;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,9;0;0
2019-01-01 05:40:00;0;0;0;6,83;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,9;0;0
2019-01-01 05:45:00;0;0;0;6,83;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,9;0;0
2019-01-01 05:50:00;0;0;0;6,83;0;0;0;0;5,11;0;0;0;0;0;5,49;0;0;0;0;0;6,9;0;0
2019-01-01 05:55:00;0;0;0;6,83;0;0;0;0;5,1;0;0;0;0;0;5,48;0;0;0;0;0;6,9;0;0
2019-01-01 06:00:00;0;0;0;6,83;0;0;0;0;5,1;0;0;0;0;0;5,48;0;0;0;0;0;6,89;0;0
2019-01-01 06:05:00;0;0;0;6,83;0;0;0;0;5,1;0;0;0;0;0;5,48;0;0;0;0;0;6,9;0;0
2019-01-01 06:10:00;0;0;0;6,82;0;0;0;0;5,09;0;0;0;0;0;5,48;0;0;0;0;0;6,89;0;0
2019-01-01 06:15:00;0;0;0;6,82;0;0;0;0;5,09;0;0;0;0;0;5,48;0;0;0;0;0;6,89;0;0
2019-01-01 06:20:00;0;0;0;6,82;0;0;0;0;5,09;0;0;0;0;0;5,47;0;0;0;0;0;6,88;0;0
2019-01-01 06:25:00;0;0;0;6,82;0;0;0;0;5,09;0;0;0;0;0;5,47;0;0;0;0;0;6,88;0;0
2019-01-01 06:30:00;0;0;0;6,81;0;0;0;0;5,09;0;0;0;0;0;5,47;0;0;0;0;0;6,88;0;0
2019-01-01 06:35:00;0;0;0;6,81;0;0;0;0;5,08;0;0;0;0;0;5,46;0;0;0;0;0;6,87;0;0
2019-01-01 06:40:00;0;0;0;6,8;0;0;0;0;5,08;0;0;0;0;0;5,47;0;0;0;0;0;6,88;0;0
2019-01-01 06:45:00;0;0;0;6,8;0;0;0;0;5,08;0;0;0;0;0;5,47;0;0;0;0;0;6,87;0;0
2019-01-01 06:50:00;0;0;0;6,8;0;0;0;0;5,08;0;0;0;0;0;5,47;0;0;0;0;0;6,88;0;0
2019-01-01 06:55:00;0;0;0;6,8;0;0;0;0;5,08;0;0;0;0;0;5,47;0;0;0;0;0;6,88;0;0
2019-01-01 07:00:00;0;0;0;6,8;0;0;0;0;5,08;0;0;0;0;0;5,47;0;0;0;0;0;6,87;0;0
2019-01-01 07:05:00;0;0;0;6,8;0;0;0;0;5,07;0;0;0;0;0;5,46;0;0;0;0;0;6,87;0;0
2019-01-01 07:10:00;0;0;0;6,79;0;0;0;0;5,07;0;0;0;0;0;5,46;0;0;0;0;0;6,87;0;0
2019-01-01 07:15:00;0;0;0;6,8;0;0;0;0;5,08;0;0;0;0;0;5,46;0;0;0;0;0;6,87;0;0
2019-01-01 07:20:00;0;0;0;6,78;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,86;0;0
2019-01-01 07:25:00;0;0;0;6,77;0;0;0;0;5,07;0;0;0;0;0;5,45;0;0;0;0;0;6,86;0;0
2019-01-01 07:30:00;0;0;0;6,77;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,85;0;0
2019-01-01 07:35:00;0;0;0;6,77;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,85;0;0
2019-01-01 07:40:00;0;0;0;6,75;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 07:45:00;0;0;0;6,74;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 07:50:00;0;0;0;6,75;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,86;0;0
2019-01-01 07:55:00;0;0;0;6,74;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,86;0;0
2019-01-01 08:00:00;0;0;0;6,74;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 08:05:00;0;0;0;6,74;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,86;0;0
2019-01-01 08:10:00;0;0;0;6,74;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,85;0;0
2019-01-01 08:15:00;0;0;0;6,74;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,85;0;0
2019-01-01 08:20:00;0;0;0;6,73;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 08:25:00;0;0;0;6,73;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 08:30:00;0;0;0;6,73;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,86;0;0
2019-01-01 08:35:00;0;0;0;6,74;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 08:40:00;0;0;0;6,72;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 08:45:00;0;0;0;6,73;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,86;0;0
2019-01-01 08:50:00;0;0;0;6,73;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,86;0;0
2019-01-01 08:55:00;0;0;0;6,73;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,86;0;0
2019-01-01 09:00:00;0;0;0;6,73;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,86;0;0
2019-01-01 09:05:00;0;0;0;6,73;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 09:10:00;0;0;0;6,72;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 09:15:00;0;0;0;6,72;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,86;0;0
2019-01-01 09:20:00;0;0;0;6,72;0;0;0;0;5,04;0;0;0;0;0;5,44;0;0;0;0;0;6,84;0;0
2019-01-01 09:25:00;0;0;0;6,73;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,86;0;0
2019-01-01 09:30:00;0;0;0;6,73;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,86;0;0
2019-01-01 09:35:00;0;0;0;6,73;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,85;0;0
2019-01-01 09:40:00;0;0;0;6,73;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 09:45:00;0;0;0;6,73;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,86;0;0
2019-01-01 09:50:00;0;0;0;6,72;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 09:55:00;0;0;0;6,73;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,85;0;0
2019-01-01 10:00:00;0;0;0;6,73;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,85;0;0
2019-01-01 10:05:00;0;0;0;6,74;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 10:10:00;0;0;0;6,73;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 10:15:00;0;0;0;6,72;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 10:20:00;0;0;0;6,71;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 10:25:00;0;0;0;6,71;0;0;0;0;5,06;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 10:30:00;0;0;0;6,72;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 10:35:00;0;0;0;6,71;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,85;0;0
2019-01-01 10:40:00;0;0;0;6,7;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,84;0;0
2019-01-01 10:45:00;0;0;0;6,71;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 10:50:00;0;0;0;6,7;0;0;0;0;5,04;0;0;0;0;0;5,43;0;0;0;0;0;6,84;0;0
2019-01-01 10:55:00;0;0;0;6,71;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,86;0;0
2019-01-01 11:00:00;0;0;0;6,69;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 11:05:00;0;0;0;6,69;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 11:10:00;0;0;0;6,69;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 11:15:00;0;0;0;6,69;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 11:20:00;0;0;0;6,69;0;0;0;0;5,03;0;0;0;0;0;5,43;0;0;0;0;0;6,83;0;0
2019-01-01 11:25:00;0;0;0;6,68;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 11:30:00;0;0;0;6,69;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,86;0;0
2019-01-01 11:35:00;0;0;0;6,69;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,85;0;0
2019-01-01 11:40:00;0;0;0;6,68;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,84;0;0
2019-01-01 11:45:00;0;0;0;6,68;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,85;0;0
2019-01-01 11:50:00;0;0;0;6,68;0;0;0;0;5,04;0;0;0;0;0;5,43;0;0;0;0;0;6,84;0;0
2019-01-01 11:55:00;0;0;0;6,68;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,84;0;0
2019-01-01 12:00:00;0;0;0;6,68;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 12:05:00;0;0;0;6,67;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 12:10:00;0;0;0;6,67;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,85;0;0
2019-01-01 12:15:00;0;0;0;6,67;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,86;0;0
2019-01-01 12:20:00;0;0;0;6,66;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 12:25:00;0;0;0;6,67;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,86;0;0
2019-01-01 12:30:00;0;0;0;6,66;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,85;0;0
2019-01-01 12:35:00;0;0;0;6,65;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,84;0;0
2019-01-01 12:40:00;0;0;0;6,65;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 12:45:00;0;0;0;6,66;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,86;0;0
2019-01-01 12:50:00;0;0;0;6,64;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 12:55:00;0;0;0;6,65;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 13:00:00;0;0;0;6,65;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,86;0;0
2019-01-01 13:05:00;0;0;0;6,65;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,85;0;0
2019-01-01 13:10:00;0;0;0;6,65;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,86;0;0
2019-01-01 13:15:00;0;0;0;6,65;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,86;0;0
2019-01-01 13:20:00;0;0;0;6,64;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 13:25:00;0;0;0;6,64;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 13:30:00;0;0;0;6,65;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,86;0;0
2019-01-01 13:35:00;0;0;0;6,65;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,85;0;0
2019-01-01 13:40:00;0;0;0;6,65;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 13:45:00;0;0;0;6,66;0;0;0;0;5,06;0;0;0;0;0;5,45;0;0;0;0;0;6,86;0;0
2019-01-01 13:50:00;0;0;0;6,65;0;0;0;0;5,06;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 13:55:00;0;0;0;6,65;0;0;0;0;5,05;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 14:00:00;0;0;0;6,65;0;0;0;0;5,01;0;0;0;0;0;5,42;0;0;0;0;0;6,83;0;0
2019-01-01 14:05:00;0;0;0;6,65;0;0;0;0;5,01;0;0;0;0;0;5,42;0;0;0;0;0;6,83;0;0
2019-01-01 14:10:00;0;0;0;6,66;0;0;0;0;5,02;0;0;0;0;0;5,43;0;0;0;0;0;6,84;0;0
2019-01-01 14:15:00;0;0;0;6,64;0;0;0;0;5;0;0;0;0;0;5,41;0;0;0;0;0;6,83;0;0
2019-01-01 14:20:00;0;0;0;6,66;0;0;0;0;5,01;0;0;0;0;0;5,42;0;0;0;0;0;6,84;0;0
2019-01-01 14:25:00;0;0;0;6,65;0;0;0;0;5,01;0;0;0;0;0;5,42;0;0;0;0;0;6,83;0;0
2019-01-01 14:30:00;0;0;0;6,66;0;0;0;0;5,01;0;0;0;0;0;5,42;0;0;0;0;0;6,83;0;0
2019-01-01 14:35:00;0;0;0;6,66;0;0;0;0;5,01;0;0;0;0;0;5,42;0;0;0;0;0;6,83;0;0
2019-01-01 14:40:00;0;0;0;6,66;0;0;0;0;5,02;0;0;0;0;0;5,43;0;0;0;0;0;6,84;0;0
2019-01-01 14:45:00;0;0;0;6,66;0;0;0;0;5,02;0;0;0;0;0;5,42;0;0;0;0;0;6,84;0;0
2019-01-01 14:50:00;0;0;0;6,67;0;0;0;0;5,04;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 14:55:00;0;0;0;6,66;0;0;0;0;5,01;0;0;0;0;0;5,42;0;0;0;0;0;6,83;0;0
2019-01-01 15:00:00;0;0;0;6,66;0;0;0;0;5,01;0;0;0;0;0;5,41;0;0;0;0;0;6,83;0;0
2019-01-01 15:05:00;0;0;0;6,67;0;0;0;0;5,02;0;0;0;0;0;5,42;0;0;0;0;0;6,84;0;0
2019-01-01 15:10:00;0;0;0;6,67;0;0;0;0;5,02;0;0;0;0;0;5,42;0;0;0;0;0;6,84;0;0
2019-01-01 15:15:00;0;0;0;6,67;0;0;0;0;5,02;0;0;0;0;0;5,43;0;0;0;0;0;6,84;0;0
2019-01-01 15:20:00;0;0;0;6,67;0;0;0;0;5,02;0;0;0;0;0;5,43;0;0;0;0;0;6,84;0;0
2019-01-01 15:25:00;0;0;0;6,67;0;0;0;0;5,01;0;0;0;0;0;5,42;0;0;0;0;0;6,83;0;0
2019-01-01 15:30:00;0;0;0;6,67;0;0;0;0;5,01;0;0;0;0;0;5,42;0;0;0;0;0;6,83;0;0
2019-01-01 15:35:00;0;0;0;6,67;0;0;0;0;5,03;0;0;0;0;0;5,43;0;0;0;0;0;6,85;0;0
2019-01-01 15:40:00;0;0;0;6,67;0;0;0;0;5,02;0;0;0;0;0;5,43;0;0;0;0;0;6,84;0;0
2019-01-01 15:45:00;0;0;0;6,67;0;0;0;0;5,02;0;0;0;0;0;5,43;0;0;0;0;0;6,84;0;0
2019-01-01 15:50:00;0;0;0;6,67;0;0;0;0;5,02;0;0;0;0;0;5,42;0;0;0;0;0;6,84;0;0
2019-01-01 15:55:00;0;0;0;6,67;0;0;0;0;5,03;0;0;0;0;0;5,44;0;0;0;0;0;6,85;0;0
2019-01-01 16:00:00;0;0;0;6,68;0;0;0;0;5,03;0;0;0;0;0;5,43;0;0;0;0;0;6,84;0;0
2019-01-01 16:05:00;0;0;0;6,68;0;0;0;0;5,02;0;0;0;0;0;5,43;0;0;0;0;0;6,85;0;0
2019-01-01 16:10:00;0;0;0;6,68;0;0;0;0;5,03;0;0;0;0;0;5,43;0;0;0;0;0;6,85;0;0
2019-01-01 16:15:00;0;0;0;6,67;0;0;0;0;5,03;0;0;0;0;0;5,43;0;0;0;0;0;6,84;0;0
2019-01-01 16:20:00;0;0;0;6,67;0;0;0;0;5,03;0;0;0;0;0;5,43;0;0;0;0;0;6,84;0;0
2019-01-01 16:25:00;0;0;0;6,68;0;0;0;0;5,02;0;0;0;0;0;5,42;0;0;0;0;0;6,84;0;0
2019-01-01 16:30:00;0;0;0;6,67;0;0;0;0;5,03;0;0;0;0;0;5,43;0;0;0;0;0;6,84;0;0
2019-01-01 16:35:00;0;0;0;6,68;0;0;0;0;5,03;0;0;0;0;0;5,43;0;0;0;0;0;6,85;0;0
2019-01-01 16:40:00;0;0;0;6,68;0;0;0;0;5,03;0;0;0;0;0;5,43;0;0;0;0;0;6,85;0;0
2019-01-01 16:45:00;0;0;0;6,67;0;0;0;0;5,01;0;0;0;0;0;5,42;0;0;0;0;0;6,83;0;0
2019-01-01 16:50:00;0;0;0;6,68;0;0;0;0;5,03;0;0;0;0;0;5,43;0;0;0;0;0;6,84;0;0
2019-01-01 16:55:00;0;0;0;6,68;0;0;0;0;5,02;0;0;0;0;0;5,42;0;0;0;0;0;6,84;0;0
2019-01-01 17:00:00;0;0;0;6,68;0;0;0;0;5,03;0;0;0;0;0;5,43;0;0;0;0;0;6,85;0;0
2019-01-01 17:05:00;0;0;0;6,68;0;0;0;0;5,02;0;0;0;0;0;5,43;0;0;0;0;0;6,85;0;0
