leak_id,true_pipe_id,true_node,leak_type,alarm_time,method_name,predicted_node,top1_error_m,top5_min_error_m,top10_min_error_m,candidate_count,xgb_top1_zone,xgb_top3_zones,zone_hit_top1,zone_hit_top3,true_sensitivity_strength,weak_sensitivity_q20,blind_sensitivity_q10,confidence_gap,confidence_ratio,true_zone_id,predicted_zone_id,failure_mode,top1_success_300m,top5_success_300m,top10_success_300m
p232,p232,n465,incipient,02-Feb-2018 17:40:00,MAS sensitivity,n587,94.20662662467,94.20662662467,94.20662662467,78,NaN,,NaN,NaN,0.207389343329417,0,0,0.000300606349643573,1.00030205363375,11,11,success_top1,1,1,1
p232,p232,n465,incipient,02-Feb-2018 17:40:00,XGBoost top-3 zones + sensitivity,n586,57.6394673813004,37.1489757597702,37.1489757597702,79,27,27|11|8,0,1,0.207389343329417,0,0,4.53733869612005e-05,1.00004557721941,11,11,success_top1,1,1,1
p455,p455,n481,incipient,05-Nov-2019 16:15:00,Global sensitivity,n629,1387.61397530077,1309.8697456045,1258.50072969784,782,NaN,,NaN,NaN,0.168871889635447,0,0,0.000164775334668299,1.00016623960805,20,17,residual_ambiguity_or_model_mismatch,0,0,0
p455,p455,n481,incipient,05-Nov-2019 16:15:00,MAS sensitivity,n74,951.044406560493,907.999199586652,907.999199586652,78,NaN,,NaN,NaN,0.168871889635447,0,0,0.000613273467907627,1.00062546849235,20,7,residual_ambiguity_or_model_mismatch,0,0,0
p455,p455,n481,incipient,05-Nov-2019 16:15:00,XGBoost top-3 zones + sensitivity,n340,1281.72042483921,1162.57428255144,1146.17171699968,82,5,5|7|23,0,0,0.168871889635447,0,0,0.00115895464261562,1.00117221820851,20,5,wrong_candidate_reduction,0,0,0
p586,p586,n562,incipient,30-Aug-2019 17:10:00,Global sensitivity,n172,81.9545255004261,27.3186099573166,27.3186099573166,782,NaN,,NaN,NaN,0.194175136874871,0,0,0.000561750280168694,1.00063550118769,15,15,success_top1,1,1,1
p586,p586,n562,incipient,30-Aug-2019 17:10:00,MAS sensitivity,n172,81.9545255004261,27.3186099573166,27.3186099573166,78,NaN,,NaN,NaN,0.194175136874871,0,0,0.000561750280168694,1.00063550118769,15,15,success_top1,1,1,1
p586,p586,n562,incipient,30-Aug-2019 17:10:00,XGBoost top-3 zones + sensitivity,n172,81.9545255004261,27.3186099573166,27.3186099573166,79,15,15|21|5,1,1,0.194175136874871,0,0,0.000561750280168694,1.00063550118769,15,15,success_top1,1,1,1
p628,p628,n590,incipient,10-May-2018 14:30:00,Global sensitivity,n586,331.601984991043,314.422889195427,289.846770294237,782,NaN,,NaN,NaN,0.227224025986579,0,0,1.9708259695328e-06,1.00000197226842,27,11,residual_ambiguity_top10_success,0,0,1
p628,p628,n590,incipient,10-May-2018 14:30:00,MAS sensitivity,n587,289.846770294237,187.804856300363,142.024277678149,78,NaN,,NaN,NaN,0.227224025986579,0,0,0.000321588436216658,1.00032212137108,27,11,success_top1,1,1,1
p628,p628,n590,incipient,10-May-2018 14:30:00,XGBoost top-3 zones + sensitivity,n586,331.601984991043,314.422889195427,289.846770294237,79,8,8|27|11,0,1,0.227224025986579,0,0,1.9708259695328e-06,1.00000197226842,27,11,residual_ambiguity_top10_success,0,0,1
p653,p653,n609,incipient,05-Mar-2019 18:15:00,Global sensitivity,n198,362.473821158163,325.830232521477,325.339506707993,782,NaN,,NaN,NaN,0.232149335365237,0,0,4.15656757333238e-05,1.00005618259579,27,17,residual_ambiguity_or_model_mismatch,0,0,0
p653,p653,n609,incipient,05-Mar-2019 18:15:00,MAS sensitivity,n203,422.947435770688,247.660903505176,206.559371912775,78,NaN,,NaN,NaN,0.232149335365237,0,0,0.000164827196028394,1.00022331714978,27,8,residual_ambiguity_top10_success,0,1,1
p653,p653,n609,incipient,05-Mar-2019 18:15:00,XGBoost top-3 zones + sensitivity,n391,982.133964958447,552.432590571013,513.551044225401,67,24,24|30|23,0,0,0.232149335365237,0,0,0.00396435625359748,1.00574410736664,27,24,wrong_candidate_reduction,0,0,0
p654,p654,n610,incipient,19-Jul-2018 10:05:00,Global sensitivity,n343,1006.73290333137,992.766872055066,992.766872055066,782,NaN,,NaN,NaN,0.232787994741125,0,0,0.000167235918807629,1.00019887589601,27,24,residual_ambiguity_or_model_mismatch,0,0,0
p654,p654,n610,incipient,19-Jul-2018 10:05:00,MAS sensitivity,n42,1004.9917238714,1004.9917238714,1004.9917238714,78,NaN,,NaN,NaN,0.232787994741125,0,0,2.42652524313769e-05,1.00002890651163,27,9,residual_ambiguity_or_model_mismatch,0,0,0
p654,p654,n610,incipient,19-Jul-2018 10:05:00,XGBoost top-3 zones + sensitivity,n343,1006.73290333137,992.766872055066,992.766872055066,73,24,24|9|30,0,0,0.232787994741125,0,0,0.000167235918807629,1.00019887589601,27,24,wrong_candidate_reduction,0,0,0
p710,p710,n648,abrupt,04-Apr-2019 11:05:00,Global sensitivity,n160,1197.12585609242,1148.11949209348,1148.11949209348,782,NaN,,NaN,NaN,0.186485434077844,0,0,0.000740432748056241,1.00075912251544,3,16,residual_ambiguity_or_model_mismatch,0,0,0
p710,p710,n648,abrupt,04-Apr-2019 11:05:00,MAS sensitivity,n564,1106.87643132601,1006.47861051539,1006.47861051539,78,NaN,,NaN,NaN,0.186485434077844,0,0,0.000119946991564923,1.00012382244287,3,16,residual_ambiguity_or_model_mismatch,0,0,0
p710,p710,n648,abrupt,04-Apr-2019 11:05:00,XGBoost top-3 zones + sensitivity,n146,1218.05670107142,1214.62458859723,1214.55761659338,89,2,2|8|15,0,0,0.186485434077844,0,0,9.18000055338819e-06,1.00000944407283,3,2,wrong_candidate_reduction,0,0,0
p721,p721,n656,incipient,06-Aug-2019 05:35:00,Global sensitivity,n11,1665.45959700318,1569.6086411109,1554.29814580408,782,NaN,,NaN,NaN,0.190771914431105,0,0,6.04756046684862e-06,1.00000656802474,3,13,residual_ambiguity_or_model_mismatch,0,0,0
p721,p721,n656,incipient,06-Aug-2019 05:35:00,MAS sensitivity,n11,1665.45959700318,1569.6086411109,1554.29814580408,78,NaN,,NaN,NaN,0.190771914431105,0,0,6.04756046684862e-06,1.00000656802474,3,13,residual_ambiguity_or_model_mismatch,0,0,0
p721,p721,n656,incipient,06-Aug-2019 05:35:00,XGBoost top-3 zones + sensitivity,n11,1665.45959700318,1569.6086411109,1514.18665528725,71,13,13|24|30,0,0,0.190771914431105,0,0,6.04756046684862e-06,1.00000656802474,3,13,wrong_candidate_reduction,0,0,0
p810,p810,n717,incipient,28-Jul-2018 20:55:00,Global sensitivity,n111,1983.14237827873,603.426652232896,432.208706674218,782,NaN,,NaN,NaN,0.175798427229698,0,0,0,0,29,22,residual_ambiguity_or_model_mismatch,0,0,0
p810,p810,n717,incipient,28-Jul-2018 20:55:00,MAS sensitivity,n1,2550.28118050246,1846.67548411328,1791.34123274294,78,NaN,,NaN,NaN,0.175798427229698,0,0,0.0185701304953341,-0.968582961751932,29,30,residual_ambiguity_or_model_mismatch,0,0,0
p810,p810,n717,incipient,28-Jul-2018 20:55:00,XGBoost top-3 zones + sensitivity,n111,1983.14237827873,603.426652232896,603.426652232896,69,22,22|26|6,0,0,0.175798427229698,0,0,0,0,29,22,wrong_candidate_reduction,0,0,0
p827,p827,n731,abrupt,25-Jan-2019 16:20:00,Global sensitivity,n729,76.248046040538,25.4158262702592,25.4158262702592,782,NaN,,NaN,NaN,0.165174763706722,0,0,1.46306602897273e-05,1.00001465989458,1,1,success_top1,1,1,1
p827,p827,n731,abrupt,25-Jan-2019 16:20:00,MAS sensitivity,n729,76.248046040538,25.4158262702592,25.4158262702592,78,NaN,,NaN,NaN,0.165174763706722,0,0,1.46306602897273e-05,1.00001465989458,1,1,success_top1,1,1,1
p827,p827,n731,abrupt,25-Jan-2019 16:20:00,XGBoost top-3 zones + sensitivity,n729,76.248046040538,25.4158262702592,25.4158262702592,71,1,1|4|23,1,1,0.165174763706722,0,0,1.46306602897273e-05,1.00001465989458,1,1,success_top1,1,1,1
