leak_id,true_pipe_id,true_node,leak_type,alarm_time,method_name,predicted_node,top1_error_m,top5_min_error_m,top10_min_error_m,candidate_count,xgb_top1_zone,xgb_top3_zones,zone_hit_top1,zone_hit_top3,top1_success_300m,top5_success_300m,top10_success_300m,top1_nodes,top5_nodes,top10_nodes
p654,p654,n610,incipient,2018-07-19 10:05:00,MAS sensitivity,n42,1004.991723871396,1004.991723871396,1004.991723871396,78,,,,,False,False,False,n42,n42|n18|n40|n24|n20,n42|n18|n40|n24|n20|n361|n386|n13|n38|n364
p654,p654,n610,incipient,2018-07-19 10:05:00,XGBoost top-3 zones + sensitivity,n343,1006.7329033313653,992.7668720550663,992.7668720550663,73,24.0,24|9|30,False,False,False,False,False,n343,n343|n44|n387|n388|n45,n343|n44|n387|n388|n45|n43|n37|n39|n42|n40
p183,p183,n299,abrupt,2018-08-08 11:05:00,Global sensitivity,n305,31.36871769773198,31.36871769773198,31.36871769773198,782,,,,,True,True,True,n305,n305|n755|n324|n299|n741,n305|n755|n324|n299|n741|n325|n742|n764|n306|n751
p183,p183,n299,abrupt,2018-08-08 11:05:00,MAS sensitivity,n305,31.36871769773198,31.36871769773198,31.36871769773198,78,,,,,True,True,True,n305,n305|n755|n324|n299|n741,n305|n755|n324|n299|n741|n325|n742|n764|n306|n751
p183,p183,n299,abrupt,2018-08-08 11:05:00,XGBoost top-3 zones + sensitivity,n742,98.8763027727068,98.8763027727068,98.8763027727068,65,30.0,30|1|23,False,False,True,True,True,n742,n742|n743|n744|n745|n323,n742|n743|n744|n745|n323|n681|n261|n322|n731|n730
p158,p158,n232,abrupt,2018-10-06 20:10:00,Global sensitivity,n645,223.39461374437838,138.02201219370764,105.2762473210363,782,,,,,True,True,True,n645,n645|n646|n223|n647|n642,n645|n646|n223|n647|n642|n224|n649|n652|n648|n650
p158,p158,n232,abrupt,2018-10-06 20:10:00,MAS sensitivity,n645,223.39461374437838,138.02201219370764,105.2762473210363,78,,,,,True,True,True,n645,n645|n646|n223|n647|n642,n645|n646|n223|n647|n642|n224|n649|n652|n648|n650
p158,p158,n232,abrupt,2018-10-06 20:10:00,XGBoost top-3 zones + sensitivity,n645,223.39461374437838,138.02201219370764,105.2762473210363,79,3.0,3|14|23,True,True,True,True,True,n645,n645|n646|n223|n647|n642,n645|n646|n223|n647|n642|n224|n649|n652|n648|n650
p369,p369,n423,abrupt,2018-10-26 18:10:00,Global sensitivity,n438,87.72504830434686,87.72504830434686,64.36169202250679,782,,,,,True,True,True,n438,n438|n391|n392|n82|n390,n438|n391|n392|n82|n390|n399|n398|n397|n396|n75
p369,p369,n423,abrupt,2018-10-26 18:10:00,MAS sensitivity,n438,87.72504830434686,87.72504830434686,64.36169202250679,78,,,,,True,True,True,n438,n438|n391|n392|n82|n390,n438|n391|n392|n82|n390|n399|n398|n397|n396|n75
p369,p369,n423,abrupt,2018-10-26 18:10:00,XGBoost top-3 zones + sensitivity,n438,87.72504830434686,87.72504830434686,64.36169202250679,86,7.0,7|24|18,True,True,True,True,True,n438,n438|n391|n392|n82|n390,n438|n391|n392|n82|n390|n399|n398|n397|n396|n75
p523,p523,n132,abrupt,2019-01-16 17:20:00,Global sensitivity,n524,67.15542066728491,22.06381936564927,22.06381936564927,782,,,,,True,True,True,n524,n524|n136|n132|n523|n334,n524|n136|n132|n523|n334|n502|n333|n507|n508|n505
p523,p523,n132,abrupt,2019-01-16 17:20:00,MAS sensitivity,n524,67.15542066728491,22.06381936564927,22.06381936564927,78,,,,,True,True,True,n524,n524|n136|n132|n523|n334,n524|n136|n132|n523|n334|n507|n508|n137|n509|n123
p523,p523,n132,abrupt,2019-01-16 17:20:00,XGBoost top-3 zones + sensitivity,n524,67.15542066728491,22.06381936564927,22.06381936564927,83,15.0,15|20|2,False,True,True,True,True,n524,n524|n136|n132|n334|n502,n524|n136|n132|n334|n502|n333|n507|n508|n505|n511
p827,p827,n731,abrupt,2019-01-25 16:20:00,Global sensitivity,n729,76.24804604053799,25.41582627025925,25.41582627025924,782,,,,,True,True,True,n729,n729|n289|n730|n728|n727,n729|n289|n730|n728|n727|n283|n731|n726|n322|n293
p827,p827,n731,abrupt,2019-01-25 16:20:00,MAS sensitivity,n729,76.24804604053799,25.41582627025925,25.41582627025924,78,,,,,True,True,True,n729,n729|n289|n730|n728|n727,n729|n289|n730|n728|n727|n731|n726|n293|n294|n733
p827,p827,n731,abrupt,2019-01-25 16:20:00,XGBoost top-3 zones + sensitivity,n729,76.24804604053799,25.41582627025925,25.41582627025924,71,1.0,1|4|23,True,True,True,True,True,n729,n729|n289|n730|n728|n727,n729|n289|n730|n728|n727|n283|n731|n726|n322|n293
p280,p280,n23,abrupt,2019-02-15 22:35:00,Global sensitivity,n436,618.2648803910829,567.482108374352,523.2343295551238,782,,,,,False,False,False,n436,n436|n72|n73|n77|n440,n436|n72|n73|n77|n440|n441|n419|n426|n74|n79
p280,p280,n23,abrupt,2019-02-15 22:35:00,MAS sensitivity,n436,618.2648803910829,523.2343295551238,479.12013871783756,78,,,,,False,False,False,n436,n436|n72|n73|n419|n426,n436|n72|n73|n419|n426|n74|n79|n437|n425|n418
p280,p280,n23,abrupt,2019-02-15 22:35:00,XGBoost top-3 zones + sensitivity,n436,618.2648803910829,567.482108374352,523.2343295551238,85,7.0,7|18|5,False,False,False,False,False,n436,n436|n72|n73|n77|n440,n436|n72|n73|n77|n440|n441|n419|n426|n74|n79
p653,p653,n609,incipient,2019-03-05 18:15:00,Global sensitivity,n198,362.4738211581631,325.83023252147734,325.3395067079926,782,,,,,False,False,False,n198,n198|n585|n584|n583|n599,n198|n585|n584|n583|n599|n465|n602|n600|n191|n184
p653,p653,n609,incipient,2019-03-05 18:15:00,MAS sensitivity,n203,422.9474357706876,247.66090350517584,206.55937191277468,78,,,,,False,True,True,n203,n203|n587|n603|n618|n201,n203|n587|n603|n618|n201|n202|n196|n619|n620|n186
p653,p653,n609,incipient,2019-03-05 18:15:00,XGBoost top-3 zones + sensitivity,n391,982.133964958447,552.4325905710126,513.5510442254013,67,24.0,24|30|23,False,False,False,False,False,n391,n391|n227|n234|n231|n233,n391|n227|n234|n231|n233|n237|n390|n229|n626|n397
p710,p710,n648,abrupt,2019-04-04 11:05:00,Global sensitivity,n160,1197.1258560924161,1148.1194920934843,1148.1194920934843,782,,,,,False,False,False,n160,n160|n164|n558|n553|n559,n160|n164|n558|n553|n559|n560|n554|n561|n179|n555
p710,p710,n648,abrupt,2019-04-04 11:05:00,MAS sensitivity,n564,1106.8764313260085,1006.4786105153948,1006.4786105153948,78,,,,,False,False,False,n564,n564|n171|n565|n569|n173,n564|n171|n565|n569|n173|n183|n566|n573|n574|n570
p710,p710,n648,abrupt,2019-04-04 11:05:00,XGBoost top-3 zones + sensitivity,n146,1218.0567010714237,1214.624588597234,1214.5576165933835,89,2.0,2|8|15,False,False,False,False,False,n146,n146|n141|n145|n539|n149,n146|n141|n145|n539|n149|n157|n525|n532|n133|n521
p331,p331,n399,abrupt,2019-04-22 11:50:00,Global sensitivity,n55,203.73016590578817,142.00249645692853,54.53357864655487,782,,,,,True,True,True,n55,n55|n409|n50|n59|n404,n55|n409|n50|n59|n404|n416|n417|n68|n411|n403
p331,p331,n399,abrupt,2019-04-22 11:50:00,MAS sensitivity,n55,203.73016590578817,142.00249645692853,54.53357864655487,78,,,,,True,True,True,n55,n55|n409|n50|n59|n404,n55|n409|n50|n59|n404|n416|n417|n68|n411|n403
p331,p331,n399,abrupt,2019-04-22 11:50:00,XGBoost top-3 zones + sensitivity,n55,203.73016590578817,142.00249645692853,54.53357864655487,89,9.0,9|24|7,False,True,True,True,True,n55,n55|n409|n50|n59|n404,n55|n409|n50|n59|n404|n416|n417|n68|n411|n403
p193,p193,n326,incipient,2019-06-13 13:10:00,Global sensitivity,n341,1396.2922180994208,1348.0008705950454,1301.8033519026599,782,,,,,False,False,False,n341,n341|n781|n463|n457|n464,n341|n781|n463|n457|n464|n93|n456|n780|n466|n455
p193,p193,n326,incipient,2019-06-13 13:10:00,MAS sensitivity,n198,1379.9037419780411,1239.4874949449875,1204.3885402663877,78,,,,,False,False,False,n198,n198|n599|n602|n600|n601,n198|n599|n602|n600|n601|n603|n203|n618|n201|n202
p193,p193,n326,incipient,2019-06-13 13:10:00,XGBoost top-3 zones + sensitivity,n341,1396.2922180994208,1348.0008705950454,1272.349944718433,77,5.0,5|17|8,False,False,False,False,False,n341,n341|n781|n463|n457|n93,n341|n781|n463|n457|n93|n456|n780|n466|n455|n338
p277,p277,n363,incipient,2019-05-31 21:15:00,Global sensitivity,n54,341.19043527772004,341.19043527772004,341.19043527772004,782,,,,,False,False,False,n54,n54|n57|n405|n49|n408,n54|n57|n405|n49|n408|n414|n62|n61|n60|n65
p277,p277,n363,incipient,2019-05-31 21:15:00,MAS sensitivity,n54,341.19043527772004,341.19043527772004,341.19043527772004,78,,,,,False,False,False,n54,n54|n57|n405|n49|n408,n54|n57|n405|n49|n408|n414|n62|n61|n60|n65
p277,p277,n363,incipient,2019-05-31 21:15:00,XGBoost top-3 zones + sensitivity,n54,341.19043527772004,341.19043527772004,341.19043527772004,83,9.0,9|18|24,False,False,False,False,False,n54,n54|n57|n405|n49|n408,n54|n57|n405|n49|n408|n414|n62|n61|n60|n65
p142,p142,n196,abrupt,2019-06-13 10:30:00,Global sensitivity,n465,158.10257153190142,148.33864407159712,131.73631095867228,782,,,,,True,True,True,n465,n465|n584|n585|n583|n599,n465|n584|n585|n583|n599|n198|n191|n602|n600|n184
p142,p142,n196,abrupt,2019-06-13 10:30:00,MAS sensitivity,n599,307.57847555542617,244.1665446472959,51.767215735443884,78,,,,,False,True,True,n599,n599|n198|n602|n600|n601,n599|n198|n602|n600|n601|n203|n603|n587|n618|n201
p142,p142,n196,abrupt,2019-06-13 10:30:00,XGBoost top-3 zones + sensitivity,n601,381.1799163452868,235.69333279709022,235.69333279709022,85,5.0,5|8|7,False,False,False,True,True,n601,n601|n203|n603|n618|n201,n601|n203|n603|n618|n201|n202|n619|n620|n614|n621
p680,p680,n231,abrupt,2019-07-11 05:15:00,Global sensitivity,n638,215.44573388674928,170.36240268909108,126.79289905195797,782,,,,,True,True,True,n638,n638|n637|n639|n222|n221,n638|n637|n639|n222|n221|n220|n632|n627|n640|n630
p680,p680,n231,abrupt,2019-07-11 05:15:00,MAS sensitivity,n638,215.44573388674928,113.0051248837857,77.25090064199898,78,,,,,True,True,True,n638,n638|n639|n640|n641|n629,n638|n639|n640|n641|n629|n335|n247|n229|n667|n246
p680,p680,n231,abrupt,2019-07-11 05:15:00,XGBoost top-3 zones + sensitivity,n638,215.44573388674928,170.36240268909108,126.79289905195797,86,3.0,3|23|8,False,True,True,True,True,n638,n638|n637|n639|n222|n221,n638|n637|n639|n222|n221|n220|n632|n627|n640|n630
p586,p586,n562,incipient,2019-08-30 17:10:00,Global sensitivity,n172,81.95452550042612,27.318609957316614,27.318609957316614,782,,,,,True,True,True,n172,n172|n562|n550|n165|n548,n172|n562|n550|n165|n548|n547|n546|n544|n545|n175
p586,p586,n562,incipient,2019-08-30 17:10:00,MAS sensitivity,n172,81.95452550042612,27.318609957316614,27.318609957316614,78,,,,,True,True,True,n172,n172|n562|n550|n165|n548,n172|n562|n550|n165|n548|n547|n546|n544|n545|n175
p586,p586,n562,incipient,2019-08-30 17:10:00,XGBoost top-3 zones + sensitivity,n172,81.95452550042612,27.318609957316614,27.318609957316614,79,15.0,15|21|5,True,True,True,True,True,n172,n172|n562|n550|n165|n548,n172|n562|n550|n165|n548|n547|n546|n544|n545|n549
p721,p721,n656,incipient,2019-08-06 05:35:00,Global sensitivity,n11,1665.459597003182,1569.6086411108981,1554.2981458040797,782,,,,,False,False,False,n11,n11|n364|n13|n366|n365,n11|n364|n13|n366|n365|n361|n17|n367|n369|n25
p721,p721,n656,incipient,2019-08-06 05:35:00,MAS sensitivity,n11,1665.459597003182,1569.6086411108981,1554.2981458040797,78,,,,,False,False,False,n11,n11|n364|n13|n366|n365,n11|n364|n13|n366|n365|n361|n17|n367|n369|n25
p721,p721,n656,incipient,2019-08-06 05:35:00,XGBoost top-3 zones + sensitivity,n11,1665.459597003182,1569.6086411108981,1514.1866552872534,71,13.0,13|24|30,False,False,False,False,False,n11,n11|n364|n13|n366|n365,n11|n364|n13|n366|n365|n361|n360|n8|n20|n377
p800,p800,n295,incipient,2019-08-21 12:00:00,Global sensitivity,n343,1986.9734697335548,1986.9734697335548,1986.9734697335548,782,,,,,False,False,False,n343,n343|n44|n387|n388|n45,n343|n44|n387|n388|n45|n43|n37|n389|n39|n34
p800,p800,n295,incipient,2019-08-21 12:00:00,MAS sensitivity,n42,2115.2985630224875,2115.2985630224875,2115.2985630224875,78,,,,,False,False,False,n42,n42|n40|n380|n386|n38,n42|n40|n380|n386|n38|n20|n35|n33|n373|n28
p800,p800,n295,incipient,2019-08-21 12:00:00,XGBoost top-3 zones + sensitivity,n343,1986.9734697335548,1986.9734697335548,1986.9734697335548,73,24.0,24|30|9,False,False,False,False,False,n343,n343|n44|n387|n388|n45,n343|n44|n387|n388|n45|n43|n37|n39|n42|n40
p123,p123,n159,incipient,2019-09-29 02:00:00,Global sensitivity,n1,1086.484494159949,1017.36247672597,809.1234943134453,782,,,,,False,False,False,n1,n1|n347|n348|n349|n350,n1|n347|n348|n349|n350|n351|n7|n358|n359|n22
p123,p123,n159,incipient,2019-09-29 02:00:00,MAS sensitivity,n604,549.1034984863965,149.71606610514456,144.83408732063046,78,,,,,False,True,True,n604,n604|n199|n590|n197|n163,n604|n199|n590|n197|n163|n167|n591|n161|n195|n582
p123,p123,n159,incipient,2019-09-29 02:00:00,XGBoost top-3 zones + sensitivity,n1,1086.484494159949,1017.36247672597,884.3720867655198,71,13.0,13|30|24,False,False,False,False,False,n1,n1|n347|n348|n349|n350,n1|n347|n348|n349|n350|n351|n7|n358|n10|n352
p455,p455,n481,incipient,2019-11-05 16:15:00,Global sensitivity,n629,1387.6139753007678,1309.8697456045008,1258.5007296978417,782,,,,,False,False,False,n629,n629|n335|n628|n776|n219,n629|n335|n628|n776|n219|n218|n340|n631|n338|n462
p455,p455,n481,incipient,2019-11-05 16:15:00,MAS sensitivity,n74,951.0444065604928,907.9991995866517,907.9991995866517,78,,,,,False,False,False,n74,n74|n73|n419|n76|n426,n74|n73|n419|n76|n426|n418|n425|n429|n428|n427
p455,p455,n481,incipient,2019-11-05 16:15:00,XGBoost top-3 zones + sensitivity,n340,1281.7204248392081,1162.574282551442,1146.1717169996825,82,5.0,5|7|23,False,False,False,False,False,n340,n340|n462|n461|n456|n455,n340|n462|n461|n456|n455|n457|n454|n87|n90|n451
p762,p762,n264,incipient,2019-10-29 17:10:00,Global sensitivity,n335,756.3415780254314,653.9857452957211,584.128535897708,782,,,,,False,False,False,n335,n335|n629|n776|n628|n340,n335|n629|n776|n628|n340|n462|n219|n218|n631|n461
p762,p762,n264,incipient,2019-10-29 17:10:00,MAS sensitivity,n776,802.5248213295336,802.5248213295336,802.5248213295336,78,,,,,False,False,False,n776,n776|n340|n462|n461|n433,n776|n340|n462|n461|n433|n436|n432|n74|n72|n73
p762,p762,n264,incipient,2019-10-29 17:10:00,XGBoost top-3 zones + sensitivity,n340,848.7194053690534,501.072897141723,501.072897141723,76,5.0,5|8|23,False,False,False,False,False,n340,n340|n462|n461|n339|n90,n340|n462|n461|n339|n90|n451|n450|n455|n456|n454
